####### 2022/06/22 ~ 2025/05/30 #######
# 僅移除重複字串
# https://www.facebook.com/groups/1141798046611751/user/100001471821039/
香港Web3.0 m.qgqhbv.cc
Fintech Trade fintechtrade.club
First-Trade first-trade.ltd
FirstCryptex Investment Limited firstcryptex.com
First Express Trade firstexpresstrade.com
FisheyeBit fisheyebit.com
Fixtrade fixtrade.org
Finnvolt Trading Services finnvoltrading.com
Fileswap fileswap.org
Eminent Benfit eminent-benefit.com
ERM INVEST erminvest.com
Establish Investment establishinvestment.com
ethantrust-invest ethantrust-invest.xyz
ETH Mining ethereum-just.com
ETH Mining ethereum-uniswap.com
POS-Ethereum ethereum-validator.club
POS-Ethereum ethereum-validator.info
POS-Ethereum ethereum-validator.net
POS-Ethereum ethereum-validator.top
POS-Ethereum ethereum-validator.xyz
Ethereum TL www.ethereum0.com
Ethereum ethereum2v.org
Ethereum Exchange www.ethereumad.com
Ethereum Exchange www.ethereumaed.com
ETH Mining ethereumalternately.com
Ethereum Exchange www.ethereumaud.com
Ethereum Exchange www.ethereumb.com
Ethereum Exchange www.ethereumbee.com
Ethereum Exchange www.ethereumbooking.com
Ethereum Exchange www.ethereumcad.com
Ethereum Exchange www.ethereumdo.com
ethereum ethereumerge.org
Ethereum Exchange www.ethereumeur.com
Ethereum Exchange www.ethereumg.com
ETH Mining ethereumgala.com
TESLA ethereumgiveaway.org
ethereumhub ethereumhub.live
ethereumhub ethereumhub.top
ethereumhub ethereumhub9.me
Ethereum Exchange www.ethereumidr.com
Ethereum Exchange www.ethereuminfinity.com
Ethereum Exchange www.ethereuminr.com
Ethereum Exchange www.ethereumjpy.com
ETH Mining ethereumjust.com
Ethereum Exchange www.ethereumkrw.com
Ethereum Exchange www.ethereumlucky.com
Ethereum Exchange www.ethereummarketing.com
Ethereum Exchange www.ethereummeet.com
Ethereum Exchange www.ethereummeeting.com
ETH Mining ethereummelon.com
Ethereum Exchange www.ethereummovie.com
Ethereum Exchange www.ethereummyr.com
Ethereum Exchange www.ethereumnzd.com
Ethereum Exchange www.ethereumpig.com
POS-Ethereum ethereumpos-validator.life
Ethereum Exchange www.ethereumpremier.com
Ethereum Exchange www.ethereumpriceaed.com
Ethereum Exchange www.ethereumpriceaud.com
Ethereum Exchange www.ethereumpricecad.com
Ethereum Exchange www.ethereumpriceeur.com
Ethereum Exchange www.ethereumpriceeuro.com
Ethereum Exchange www.ethereumpricegbp.com
Ethereum Exchange www.ethereumpriceidr.com
Ethereum Exchange www.ethereumpriceinr.com
Ethereum Exchange www.ethereumpricejpy.com
Ethereum Exchange www.ethereumpricekrw.com
Ethereum Exchange www.ethereumpricemyr.com
Ethereum Exchange www.ethereumpricenzd.com
Ethereum Exchange www.ethereumpricerub.com
Ethereum Exchange www.ethereumpricesgd.com
Ethereum Exchange www.ethereumpricetry.com
Ethereum Exchange www.ethereumpricetwd.com
Ethereum Exchange www.ethereumpricevnd.com
Ethereum Exchange www.ethereumroyal.com
Ethereum Exchange www.ethereumrub.com
Ethereum Exchange www.ethereumsgd.com
Ethereum Exchange www.ethereumshark.com
Ethereum Exchange www.ethereumsky.com
Ethereum Exchange www.ethereumstate.com
Ethereum Exchange www.ethereumtiger.com
Ethereum Exchange www.ethereumtrue.com
Ethereum Exchange www.ethereumtwd.com
Ethereum Exchange www.ethereumvnd.com
Ethereum Exchange www.ethereumvoice.com
Ethereum Exchange www.ethereumwing.com
Ethereum Singapore ethereumsg.org
Beetroot Business ethereumsniper.com
Ethereum USDC ethereumusdc.com
Ethereum Exchange www.etherrub.com
Ethereum Exchange www.ethertrue.com
Ethereum Exchange www.etherunicorn.com
Ueex pc.ueexpro.com
usdt cryptocurrency usactrc.com
Legalexpressinvestment legalexpressinvestment.com
Legalunitraderx legalunitraderx.com
LeveragedTrading leveragedtrading.net
libertextrades libertextrades.com
Classic Investment Platform liberty-trades.com
LimiDex limidex.com
Ethereum Exchange www.lottoethereum.com
LocalCryptos P2P Marketplace localcryptos.com
Ethereum Exchange www.lotteryethereum.com
KekSwap Exchange kekswap.app
Knight Trade www.knight-trade.com
Kudx kudx.com
Kw-invest kw-invest.space
Coinmama www.coinmama.com
KyberSwap kyberswaps.net
臺灣期貨交易所 qh999.tw
investMe investme999.com
Binomo investmenbinomosmart.com
QuantumAI investment-faithfula.com
QuantumAI investment-fence.com
QuantumAI investment-ourselvesa.com
QuantumAI investment-thirstya.com
QuantumAI investment-whichs.com
Investment Affinity investmentaffinity.com
UF Investments & FinTech Club investmentsfintech.club
Invest Navoi investnavoi.com
InvestPro investpro.today
IntelTrade iteltrade.com
itrustcaptalinvest itrustcaptalinvest.com
ivmine ivmine.com
JALEXBIT jalexbit.com
JALEXTRADE jalextrade.com
JAREXTRADE jarextrade.com
JARLYBIT jarlybit.com
JB Block Trade jbblocktrade.com
incometrade incometrade.net
indexminers indexminers.com
Instant Trade Mine instanttrademine.com
Instant trade instanttradex.org
instaprotrade instaprotrade.com
institutionbytraders institutionbytraders.com
Integrity Trade Returns integritytradereturns.online
Account | INTER INVESTISSEMENT HOLDING inter-investissement.com
Internal Blockchain internal-blockchain.com
International Investments www.internationalinvestments.biz
invest-shop invest-shop.net
Invest2Profit invest2profit.online
Investar investar.live
investearnings investearnings.org
Investingg investingg.online
InvestCorp investcorp.ltd
OAKTREE TOKEN www.oakdyor.com
HALEXBIT halexbit.com
hedgefundsbcd hedgefundsbcd.com
heighteninvestment heighteninvestment.com
HempCrypto hempcrypto.net
TH Exchange www.heroethereum.com
High Trade hightrade.trade
Hilton Apex hiltonapex.com
HintsTradeMarket hintstrademarket.com
Hitbtc hitbtc-jp.com
Hitbtc hitbtcjp.com
HitBTC hitsbtc.com
Hive Mining Technologies hivecloudblockchain.ltd
HODLNAUT-INVESTMENT hodlnaut-investment.trade
Hodlr Crypto Loans & Payments www.hodlrcrypto.com
home-trade home-trade.ltd
HORIZON CRYPTO horizon-crypto.ltd
HotForex hotforexinvest.com
ETH Exchange www.houseethereum.com
i7Trade i7trades.com
ICB Trading icb-trading.com
IDEX idex.store
Henley Trade Global henleytradeglobal.com
idjinndex idjinndex.com
ImmaculateTrade immaculatetrade.com
大華 955533.cc
粉黛女性公益基金會 www.btgovtw88.com
來讚達海外購 www.lazadeestw.com
yxShop購物網 tw1.yxshop99.com
GFTChain gftchain.org
Global Investment gic-investment.com
giftedoptiontrade giftedoptiontrade.com
Global-Alphatrade global-alphatrade.com
Global Balkan Investment globalbalkaninvestment.com
BITOCEAN globalbitmarket-test.com
Global Expert investment Pro globalexpertinvestmentpro.com
Gobal Exchange globalgex.com
Global Investment Union globalinvestmentunion.com
Globalmaxtradeltd globalmaxtradeltd.com
Global Nation Mine globalnationmine.com
Globalpipstrade globalpipstrade.com
Global Prime Trade globalprimetrade24.com
globalspeedtradedxchange globalspeedtradedxchange.net
Global Stock Traders globalstocktraders.net
Globaltradeanalysis globaltradeanalysis.com
Global Trade Line www.globaltradeline.net
globaltradingservices globaltradingservices.ltd
globalventurestrade globalventurestrade.club
Global World Trade globalworldtrade.net
Hyippro globe-investing.com
globe-trades globe-trades.ltd
globeminers globeminers.org
GmBit gmbit.vip
GM INVEST inşaat insaat.gminvestinsaat.com
gochain gochain.ltd
CoinUp Exchange gogoldex.xyz
GolDanOne www.gold4ex.com
webgolden goldentrading.org
Gold Falcon Trade goldfalcontrade.com
Gold Forex goldforex.info
goldridgeinvestmentlimited goldridgeinvestmentlimited.net
Grand Traders Zone grandtraderszone.com
Greenline Investment greenlineinvestments.com
Green Time Investment greentimeinvestment.com
greentradexcap greentradexcap.com
Gridle Mine gridlemine.com
gsfairtrade gsfairtrade.biz
Gsturex gsturex.com
Golden Trade Ltd goldentradeltd.pro
ZNZK www.znzkltd.com
Bitcoin Exchange primebit.pro
Prime Investment primeinvests.us
Primetime Investment www.primetimeinvestmentllc.com
Prime Value Trade primevaluetrade.online
proficiencycrypto proficiencycrypto.ltd
Profits Bull profitsbullinvestment.com
prologisinvestment prologisinvestment.ltd
Primetradefirm primetradefirm.live
proximiners proximiners.com
Onecrypto onecrypto.tech
One Global Pro Investment oneglobalproinvestment.com
MBDEX mbdex.app
Optimum Capital Investment optimumcapitalinvestment.org
Option247 Trade option247trade.com
Optional Trading optional-trade.com
opulenttrades.com opulenttrades.com
ortraxinvestment ortraxinvestment.com
ototrade ototrade.net
Oxford Trade Inc oxford-trade.com
PancakeSwap pancakeeswp.com
paramountrade paramountrade.com
ParaSwap paraswap.cloud
Pavel Trade paveltrade.com
pax-trades pax-trades.com
Paxos Trading paxos-trading.com
Paxswap paxswap.com
PAYBIZ.TRADE paybiz.trade
PayersCryptoStock payerscryptostock.com
Oregon Invest oregoninvests.com
PatriotsMiners patriotsminers.com
NagaTrade nagatrade.info
Netbitrun netbitrun.net
New Grown Traders newgrowntraders.com
New Invest Markets newinvestmarkets.online
EIS Investment newpath-investment.co.uk
Nexfintrade nexfintrade.com
Nexus Trade nexustrade.club
Nippy Trade nippytrade.com
Node-Crypto node-crypto.com
Nubetrade nubetrade.com
nutorex www.nutorex.com
Octa Crypto Tradings octacryptotradings.com
Octahxtrading octahxtrading.ltd
octaplus-trade octaplus-trade.com
OctaVertex octavertex.com
Novatrading Hub novatradinghub.com
MINELABT minelabt.com
Minemud Finance www.minemud.com
Mine My Money minemymoney.biz
Minepigold minepigold.com
miners-deck miners-deck.ltd
USDT_MINING miners.asia
MINERS CRYPTO INFINITE TRADERS minerscryptoinfinitetrading.online
Minersprofit minersprofit.ltd
MINICHAINS Global minichainstw.com
Mobile Crypto limited mobilecryptolimited.com
mobilefasttrade mobilefasttrade.com
Modern Traders LLC www.moderntradersintl.com
MOONCRESTMINERS mooncrestminers.org
mt4TradingAlliance mt4tradingalliance.com
MULTIMINER multiminer.site
Multipleyieldinvest multipleyieldinvest.com
Multitrade Income multitrade-income.com
GLOBAL U SHOPPING upurchasing.com
Malcomtrade malcomtrade.pro
mandexfoxminers mandexfoxminers.com
Marinex marinex.pro
Cryptosg markcrypto.xyz
QUOTEX market-quotex.net
MarrilTrade marriltrade.com
marvelchain marvelchain.info
mavince-trading mavince-trading.ltd
maxassetinvestment maxassetinvestment.com
Maxbithub www.maxbithub.com
Mаx Bit maxbitlivetrading.net
maximatradingplatforms maximatradingplatforms.net
Maxprofit247livetrading maxprofit247livetrading.com
Maxprofitex maxprofitex.com
Maxtradingpro maxtradingpro.com
mayotrade www.mayotrade-official.com
mayotrade www.mayotrade.site
MBTC mbtce.com
MBTC mbtct.com
Megachaintrade megachaintrade.com
megatradershub megatradershub.ltd
meta-dailystock meta-dailystock.trade
metro-capitaltrade metro-capitaltrade.com
metroblockchain metroblockchain.ltd
Millennium Auto Trades millenniumautotrades.com
Megapro Trade Services megaprotradeservices.com
Ezwork www.ezwork.live
DREAMHOME dreamshome.shop
Code Dream www.coredream.online
Galaxy Shop www.galaxyshop.today
one-store one-store.space
one-store one-store.today
one-store one-store.uno
FTX www.ftxcoin.site
COINJAR www.cnjars.vip
Flash Trade Capital flashtradecapital.ltd
富達投資股份有限公司 tst.fidelitytw.online
BitWallet tailwindtraders.us
tantal.investments tantal.investments
Tesla & SpaceX Bond Investments teslabondinvestments.com
spacex teslaxspacex.net
tether tether.cfd
TETHER www.tether123.com
tetherinvests tetherinvests.net
tetherpool tetherpool.one
tether tetherweb.org
Tfcm-protrading tfcm-protrading.com
BAS zhantop.bazxm.com
BITQS the-bitqs-app.com
BTC Bot the-btc-bot.com
Bitcoin Trader the-btc-trader-app.com
Bitcoin Loophole the-btc-trader.vip
Bitcode Ai thebitcodeaiapp.com
Crypto Algos thecryptoalgos.com
The Crypto Foster thecryptofoster.com
The Crypto Inn. thecryptoinn.net
The Future Trade www.thefuturetrade.com
The Future Trade 2022 www.thefuturetrade.pro
TESLA MINER teslaaminer.com
StepUpMiner www.stepupminer.org
STERLING INVESTMENT sterling-investment.ltd
Sterling Trust Investment sterlingtrustinvestment.online
Stockdigitaltrade www.stockdigitaltrade.com
Stocks Tradings www.stockstradings.com
STOCKTRADECAPITALS stocktradecapitals.com
Stock Trading Idea www.stocktradingidea.com
Strantonexo strantonex.com
SUANNI suannitrade.com
summitrader summitrader.us
Sunbit pro sunbitpro.vip
Sunvest Global Funds sunvestglobalfunds.net
Superfly Investment www.superflyinvestment.com
VT Markets superincometrader.com
SuperSwap www.superswap.cool
SureTrust Investment Bank suretrustinvestment.com
Swastika Trade swastikatrade.com
Swif Option Trade swif-optiontrade.net
Swift Trade Option swifttrade-option.com
Swiftxtrade swiftxtrade.ltd
Swifty Investment www.swiftyinvestments.com
Swiss Live Trade swisslivetrades.com
Synarbitrage synarbitrage.com
BunnyBlocksFinance swap-bunnyblocks.finance
DGTOKEN Exchange www.dgtokeneu.com
sigma-trade sigma-trade.net
Silver Bull's Investment silverbullsinvestment.com
Sinopec Invests sinopec-invests.com
Skipefast Investment & Finance Group www.skipefastinvestmentfinancegroup.com
Skyle Digital Invests skyledigitalinvests.com
SMARLYBIT smarlybit.com
SMARLYTRADE smarlytrade.com
smartbaseinvestltd smartbaseinvestltd.com
Smart Bit Investment smartbitvest.com
Smart Trade Investment www.smartcryptoenterprise.com
Smart Forex Robot smartforexrobots.com
Smart Investment smartinvestglobal.com
smartinvestimento smartinvestimento.com
smartinvestment smartinvestment.website
SmartRiotrade smartriotrade.com
Smart Trader www.smarttrader.app
snipertrading snipertradingbots.com
Social Invests social-invests.com
SOCIAL BLOCKCHAIN socialblockchain.info
Soko Fund sokofund.com
Souring Investments souringinvestments.com
speedtradeoptionx speedtradeoptionx.com
Cyption spybitcasino.com
SquidMiner squidminer.com
SS World Forex ssworldforex.com
Stacks Trades stackstrades.com
BakerySwap stake-bakeryswap.art
Star Elite Trade starelitetrade.com
RoyalInvest.ltd royalinvest.ltd
Ruble Miner rubleminer.fun
Ethereum Exchange www.russiaethereum.com
Ethereum Exchange www.russianethereum.com
safe-trade safe-trade.ltd
SafeTrade24 safetrade24.pro
Trading safetyassetinvestment.com
SAM MINE TRADING samminetrade.com
SAVEINVEST COMPANY saveinvest.live
SeaDex Chain Plc seadexchain.com
SEA MINE LTD seamineltd.com
Shakepaytrade pc.shakepaytrade.net
Ethereum Exchange www.sharkethereum.com
SHIBA MINERS shibaminers.pro
Shiba Inu Trade Expert shibatradex.com
Shib Miner shibminer.fun
Raynar Trade rtradem.com
s9antiminer www.s9antiminer.com
Qtradeinsight qtradeinsight.com
QUANTRUECRYPT quantruecrypt.org
Quick Bull quickbullinvestment.com
Qutonbit qutonbit.com
R-GFINANCEINVEST r-gfinanceinvest.com
Ramaco Trading ramacotrading.net
ranabit ranabit.com
RAPEXTRADE rapextrade.com
RAQTEX raqtex.com
rated-investing rated-investing.com
Real Forex Company realforexcompany.info
Realtimeforex247 realtimeforex247.com
Refinancetrade Inc refinance-trade.com
RefutureTrade refuturetrade.com
RELOADBIT reloadbit.vip
Riot Crypto Mining riotblockchaininc.com
Rents Trade rents.trade
permutationtrades permutationtrades.com
Pivot trade pivottrade.org
PKUniqueTrading pkuniquetrading.com
Platinum Tradez Global platinumtradezglobal.com
Pollartradeltd pollartradeltd.biz
pp-hashtrade pp-hashtrade.com
PP Cat Algo Trading www.ppcatalgotrade.com
Premier Investment Solutions premierinvestmentsolutions.live
Premium Minners premiumminers.world
Primax-Investment primax-investment.com
prime-trading prime-trading.net
Barterstocktrades barterstocktrades.com
basetradeglobalinvestment basetradeglobalinvestment.net
GoBiz battistradingcompany.com
BCETRADE bcetrade.com
Pi Chain Mall www.pichainmall.com
Best Forex Bonus bestforexbonus.org
Bestoxfordtrade bestoxfordtrade.com
bestradersview bestradersview.com
Besttech Limited besttechtrades.com
BetaForex www.betaforex.world
Beybit beybit.com
Cionft bgtrade.club
Bitcoin Exchange www.bigethereum.com
BIG TRADE 168 www.bigtrade168.com
BILLION BINARY TRADE billionbinarytrade.com
BillionsTradeclub billionstradeclub.vip
bin-trade bin-trade.org
binance-autotrade binance-autotrade.com
binaoptions-trade binaoptions-trade.com
Binaryexpert-trade binaryexpert-trade.com
Binexycrypto binexycrypto.com
BINGO INVEST bingoinvest88.com
Binary Legit Safe Trade binlegtrade.com
binoex binoex.com
Bissinvestmentgroup www.bissinvestmentgroup.com
Bit-Trade Pro bit-tradepro.com
BitVue bit-vue.com
bitzet bit-zet.com
bit168 bit168.net
Bit2xminer bit2xminer.com
Bitfinex bitaab.com
BITADS.CLICK bitads.click
BITA GLOBAL bitaglobal.us
Arbitcm arbitcm.com
AI-SWAP arbitrage-st.club
Arbitrage Academy arbitrageacademy.net
Archeoex archeoex.com
Ariesswap ariesswap.xyz
Ark Global Invest LLC arkglobal-trading.com
asiaforexnews asiaforexnews.com
asset-trade asset-trade.org
Assets Trade www.assets-trades.com
Astrid Investment astridinvestment.com
Astro Trades astro-trades.com
Angel Technology Value Blockchain atvblockchain.com
彩票宝 autoinvestmentgroup.com
Automated Bot Trading automated-bot-trade.com
autotrades-crypto autotrades-crypto.ltd
Autotrading autotrading.money
Auxmegatrade auxmegatrade.com
axim traders aximtraders.com
Axismarkettrade axistrade.live
axistrade axistrade.net
axtrobestinvestment axtrobestinvestment.ltd
Ayox Trade www.ayoxtrade10.com
aztekmine aztekmine.ltd
B9 b9szex.net
B9 b9szex.xyz
每日彩票 98235u.com
artbit. cloud artbit.cloud
Algo and Trades algoandtrades.com
Allexbit allexbit.com
Alliancetrustinvest www.alliance-trustinvest.com
alliedtrade alliedtrade.ltd
AllTradeSolution alltradesolution.com
alpha-miners-group.online alpha-miners-group.online
alphafunds-managment alphafunds-managment.com
Altoptiontrades altoptiontrades.pythonanywhere.com
Amaxtradltd amaxtradltd.com
Amsinvestpty amsinvestpty.com
andirocksinvestmentltd andirocksinvestmentltd.com
Anvextrade anvextrade.com
Apex Capital Invest Limited apexcapitalinvestlimited.com
Apex Crypto Hubs apexcryptohubs.com
Apexpremium www.apexpremium.trade
Apex Funding apextraderfunding.net
Apex Finance Trade apfitrade.com
altimatetradeworld altimatetradeworld.com
Access Coin accesscointradeinvestmentltd.com
Acefinex acefinex.vip
Acion-bit acion-bit.ltd
acorn-investltd acorn-investltd.com
Actual Trading actualtrading.net
AI-TRADINGPLATFORM ai-tradingplatform.com
Aifafunds aifafunds.online
AION Trader aiontrader.com
彩票宝 alabamainvestmentproperty.com
alche-miners alche-miners.com
alcheminers alcheminersltd.com
alfawex alfawex.com
Ethereum Exchange www.9ethereum.com
10xprotradingpro 10xprotradingpro.com
247signaltrading 247signaltrading.com
247tradewise www.247tradewise.com
247 Trading Growth 247tradinggrowths.com
investments www.3-0investments.com
360Crypto Traders 360cryptotraders.com
45Trades 45trades.com
47Trades 47trades.com
5gtridex 5gtridex.com
Worldbestinvest worldbestinvest.org
WORLD GLOBAL MİNER worldglobalminer.com
WTK Invest wtkinvest.com
PO TRADE po.trade
XANDYBIT xandybit.com
XARLYBIT xarlybit.com
XMonetaTrading www.xmonetatrading.com
Forex Trade zacktrader.site
zealminerstrade zealminerstrade.com
zecryptec zecryptec.com
zegold-invest zegold-invest.org
zendobit云库 zendobit.com
ZENITHFOREX zenithforex.net
Zeta Trade Forex zetatradeforex.com
vastcryptoproinvest vastcryptoproinvest.online
Vaultswapchain vaultswapchain.com
Vitruvio Capital LLC vcgrouptrade.com
Velvet AutoInvest velvet-autoinvest.com
Velvet AutoInvest velvetautoinvest.com
GOE goe-defi.net
Coremarkettrade coremarkettrade.com
CoreVision Investment corevisioncryptinvest.com
Crew trade crewtrade.ltd
Cripto-invest cripto-invest.com
Bitcoin Exchange cromytrade.space
CROSS future of investing cross.investments
CRP Investment crpinvestment.com
CRT AutoTrading crtautotrading.com
Crybit crybitus.com
crypbits crypbits.net
Cryptex Trades cryptextrades.online
CryptoGouv Capital Ltd cryptgouvcapltd.com
crypto-am crypto-am.ltd
www.crypto-binary.net crypto-binary.net
crypto-epitome crypto-epitome.com
crypto-global www.crypto-globall.net
Crypto Lottos crypto-lottos.com
crypto-mainfunds crypto-mainfunds.com
Crypto Moguls crypto-moguls.org
Cryptoprime crypto-primeinvestment.com
Crypto Gems Limited crypto-universe.trade
crypto-ville.co crypto-ville.co
Crypto Wallet crypto-wallet.info
CRYPTO1CAPITAL crypto1capital.pro
Crypto Fiat crypto2fiat.net
cryptosg cryptoa88.live
